Longitude (x),Latitude (y),Station Name,Climate ID,Date,Year,Month,Day,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-02,2006,2,2,,6.7,,0.4,,3.6,,14.4,,0,,1.6,,0,,1.6,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-03,2006,2,3,,5.2,,1.5,,3.4,,14.6,,0,,11.4,,0,,11.4,,0,,27,,43,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-04,2006,2,4,,3.9,,0.5,,2.2,,15.8,,0,,19.4,,2,,22.4,,0,,8,,54,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-05,2006,2,5,,3.1,,-4.4,,-0.7,,18.7,,0,,2.2,,1.6,,3.8,,0,,27,,67,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-06,2006,2,6,,-1.7,,-5.2,,-3.5,,21.5,,0,,0,,3,,3,,1,,26,,76,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-07,2006,2,7,,-1.2,,-5.4,,-3.3,,21.3,,0,,0,,0,T,0,T,2,,32,,35,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-08,2006,2,8,,-5.4,,-10.5,,-8,,26,,0,,0,,0,T,0,T,1,,36,,32,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-09,2006,2,9,,-4.4,,-11.1,,-7.8,,25.8,,0,,0,,0,T,0,T,0,T,31,,48,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-10,2006,2,10,,-2.8,,-9.1,,-6,,24,,0,,0,,2.2,,1.4,,0,T,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-11,2006,2,11,,-2.7,,-9.3,,-6,,24,,0,,0,,0,T,0,T,1,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-12,2006,2,12,,-3.9,,-13.1,,-8.5,,26.5,,0,,0,,0,T,0,T,1,,32,,32,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-13,2006,2,13,,-1.7,,-6.8,,-4.3,,22.3,,0,,0,,0,T,0,T,0,T,27,,67,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-14,2006,2,14,,3.3,,-4.9,,-0.8,,18.8,,0,,0,,0,T,0,T,0,T,25,,44,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-15,2006,2,15,,6.8,,-0.4,,3.2,,14.8,,0,,0,,0,,0,,0,T,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-16,2006,2,16,,2.2,,-2.4,,-0.1,,18.1,,0,,13,,5.4,,18,,5,,32,,41,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-17,2006,2,17,,6.8,,-7.6,,-0.4,,18.4,,0,,6.2,,0,T,6.2,,1,,31,,91,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-18,2006,2,18,,-7.5,,-14.5,,-11,,29,,0,,0,,1.2,,1,,1,,30,,59,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-19,2006,2,19,,-6.8,,-13.1,,-10,,28,,0,,0,,0,,0,,1,,25,,50,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-20,2006,2,20,,-3.1,,-10.4,,-6.8,,24.8,,0,,0,,0,T,0,T,1,,26,,52,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-21,2006,2,21,,1.5,,-4.6,,-1.6,,19.6,,0,,0,,0,T,0,T,0,T,25,,56,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-22,2006,2,22,,7,,-5.1,,1,,17,,0,,0,,0,,0,,0,T,22,,33,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-23,2006,2,23,,6,,-4.6,,0.7,,17.3,,0,,0,T,0.4,,0.4,,0,,32,,65,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-24,2006,2,24,,-0.6,,-7.6,,-4.1,,22.1,,0,,0,,1.4,,1.4,,0,T,31,,54,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-25,2006,2,25,,2,,-8.4,,-3.2,,21.2,,0,,0,,3.8,,3.8,,5,,30,,67,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-26,2006,2,26,,-6.8,,-13.8,,-10.3,,28.3,,0,,0,,0,,0,,3,,36,,39,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-27,2006,2,27,,-3.5,,-13.8,,-8.7,,26.7,,0,,0,,0.6,,0.4,,3,,31,,54,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-02-28,2006,2,28,,-4.7,,-13.9,,-9.3,,27.3,,0,,0,,0,T,0,T,3,,27,,54,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-01,2006,3,1,,-1.7,,-10,,-5.9,,23.9,,0,,0,,0,,0,,2,,33,,39,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-02,2006,3,2,,-2.1,,-8.9,,-5.5,,23.5,,0,,0,,0,,0,,1,,34,,37,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-03,2006,3,3,,-2.4,,-11.1,,-6.8,,24.8,,0,,0,,0,,0,,1,,35,,59,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-04,2006,3,4,,3.4,,-7.3,,-2,,20,,0,,0,,0,,0,,0,T,33,,52,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-05,2006,3,5,,4.6,,-4.8,,-0.1,,18.1,,0,,0,,0,,0,,0,T,36,,37,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-06,2006,3,6,,0.6,,-5.8,,-2.6,,20.6,,0,,0,,0,,0,,0,T,35,,33,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-07,2006,3,7,,2.6,,-5.7,,-1.6,,19.6,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-08,2006,3,8,,3.7,,-5.4,,-0.9,,18.9,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-09,2006,3,9,,11.5,,2.7,,7.1,,10.9,,0,,16.8,,0,,16.8,,0,,20,,32,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-10,2006,3,10,,11.4,,1.1,,6.3,,11.7,,0,,1.4,,0,,1.4,,0,,22,,61,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-11,2006,3,11,,10,,-0.6,,4.7,,13.3,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-12,2006,3,12,,16.3,,2.9,,9.6,,8.4,,0,,1.8,,0,,1.8,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-13,2006,3,13,,13.3,,3.4,,8.4,,9.6,,0,,21.4,,0,,21.4,,0,,28,,56,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-14,2006,3,14,,5,,-1.7,,1.7,,16.3,,0,,0,,1,,0.6,,0,,36,,85,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-15,2006,3,15,,3.3,,-2,,0.7,,17.3,,0,,0,,0,T,0,T,0,T,30,,83,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-16,2006,3,16,,4.4,,-4.5,,-0.1,,18.1,,0,,0,,0,,0,,0,,31,,35,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-17,2006,3,17,,1.6,,-7.1,,-2.8,,20.8,,0,,0,,0,,0,,0,,33,,44,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-18,2006,3,18,,0.1,,-6.9,,-3.4,,21.4,,0,,0,,0,T,0,T,0,,31,,59,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-19,2006,3,19,,2.7,,-4.8,,-1.1,,19.1,,0,,0,,0,T,0,T,0,,30,,56,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-20,2006,3,20,,-1,,-7,,-4,,22,,0,,0,,0,,0,,0,,35,,41,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-21,2006,3,21,,1.8,,-7.8,,-3,,21,,0,,0,,0,T,0,T,0,,36,,44,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-22,2006,3,22,,2,,-2.8,,-0.4,,18.4,,0,,0,,0.2,,0.2,,0,T,30,,35,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-23,2006,3,23,,3.4,,-0.4,,1.5,,16.5,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-24,2006,3,24,,6.2,,-1.7,,2.3,,15.7,,0,,0,T,0,T,0,T,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-25,2006,3,25,,4.5,,-0.3,,2.1,,15.9,,0,,3.2,,0.2,,3.4,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-26,2006,3,26,,7.7,,-1.1,,3.3,,14.7,,0,,0,T,0,,0,T,0,,35,,39,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-27,2006,3,27,,12.2,,-2.2,,5,,13,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-28,2006,3,28,,11.1,,-2.4,,4.4,,13.6,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-29,2006,3,29,,13.5,,-0.5,,6.5,,11.5,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-30,2006,3,30,,15.6,,0.2,,7.9,,10.1,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-03-31,2006,3,31,,17.8,,2.4,,10.1,,7.9,,0,,3.2,,0,,3.2,,0,,24,,46,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-01,2006,4,1,,13.8,,2.3,,8.1,,9.9,,0,,0.8,,0,,0.8,,0,,29,,63,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-02,2006,4,2,,9.8,,-0.8,,4.5,,13.5,,0,,0,,0,,0,,0,,,M,,M
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-03,2006,4,3,,15.1,,2.5,,8.8,,9.2,,0,,5.2,,0,,5.2,,0,,29,,65,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-04,2006,4,4,,7,,-2.8,,2.1,,15.9,,0,,0.2,,0,T,0.2,,0,,33,,61,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-05,2006,4,5,,4.6,,-3.4,,0.6,,17.4,,0,,0.8,,0,T,0.8,,0,T,34,,44,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-06,2006,4,6,,14.2,,0.3,,7.3,,10.7,,0,,0,,0,,0,,0,,31,,32,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-07,2006,4,7,,7.8,,-0.4,,3.7,,14.3,,0,,12.2,,0,T,12.2,,0,,36,,46,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-08,2006,4,8,,5,,-4.3,,0.4,,17.6,,0,,0,,0,,0,,0,,2,,39,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-09,2006,4,9,,11.2,,-3.3,,4,,14,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-10,2006,4,10,,16.5,,0.5,,8.5,,9.5,,0,,0,,0,,0,,0,,19,,33,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-11,2006,4,11,,16,,4.6,,10.3,,7.7,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-12,2006,4,12,,17.4,,6.3,,11.9,,6.1,,0,,7,,0,,7,,0,,29,,70,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-13,2006,4,13,,21.2,,8,,14.6,,3.4,,0,,0.4,,0,,0.4,,0,,31,,54,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-14,2006,4,14,,13.3,,7.2,,10.3,,7.7,,0,,3.2,,0,,3.2,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-15,2006,4,15,,16,,5.5,,10.8,,7.2,,0,,0,,0,,0,,0,,34,,50,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-16,2006,4,16,,14.5,,3.7,,9.1,,8.9,,0,,0,,0,,0,,0,,36,,33,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-17,2006,4,17,,13.2,,1.6,,7.4,,10.6,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-18,2006,4,18,,17.1,,4.4,,10.8,,7.2,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-19,2006,4,19,,19.8,,6.7,,13.3,,4.7,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-20,2006,4,20,,22.7,,8.3,,15.5,,2.5,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-21,2006,4,21,,19.3,,10.9,,15.1,,2.9,,0,,0.2,,0,,0.2,,0,,11,,44,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-22,2006,4,22,,11.4,,6.6,,9,,9,,0,,7.2,,0,,7.2,,0,,9,,33,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-23,2006,4,23,,7.2,,4.7,,6,,12,,0,,22,,0,,22,,0,,8,,35,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-24,2006,4,24,,13.9,,4.7,,9.3,,8.7,,0,,2.6,,0,,2.6,,0,,29,,46,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-25,2006,4,25,,11.4,,0.3,,5.9,,12.1,,0,,0.6,,0,T,0.6,,0,T,34,,61,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-26,2006,4,26,,17.2,,-1.6,,7.8,,10.2,,0,,0,,0,,0,,0,,27,,63,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-27,2006,4,27,,12.5,,1.9,,7.2,,10.8,,0,,0,,0,,0,,0,,1,,35,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-28,2006,4,28,,10.7,,-0.1,,5.3,,12.7,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-29,2006,4,29,,15.1,,-0.2,,7.5,,10.5,,0,,0,,0,,0,,0,,11,,37,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-04-30,2006,4,30,,18.9,,4.2,,11.6,,6.4,,0,,0,,0,,0,,0,,9,,37,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-01,2006,5,1,,21.6,,8.5,,15.1,,2.9,,0,,0,,0,,0,,0,,9,,33,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-02,2006,5,2,,18,,5.9,,12,,6,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-03,2006,5,3,,24.9,,7.3,,16.1,,1.9,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-04,2006,5,4,,23.6,,10.6,,17.1,,0.9,,0,,0,,0,,0,,0,,26,,50,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-05,2006,5,5,,16.9,,5.9,,11.4,,6.6,,0,,1.6,,0,,1.6,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-06,2006,5,6,,12.8,,3.2,,8,,10,,0,,4.8,,0,,4.8,,0,,31,,48,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-07,2006,5,7,,13.6,,0.8,,7.2,,10.8,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-08,2006,5,8,,21.6,,5,,13.3,,4.7,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-09,2006,5,9,,21.7,,6.8,,14.3,,3.7,,0,,0,,0,,0,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-10,2006,5,10,,23.7,,8.3,,16,,2,,0,,0,,0,,0,,0,,9,,41,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-11,2006,5,11,,17.2,,11.4,,14.3,,3.7,,0,,21.4,,0,,21.4,,0,,9,,59,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-12,2006,5,12,,17,,10.4,,13.7,,4.3,,0,,5.2,,0,,5.2,,0,,18,,37,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-13,2006,5,13,,17.7,,9.7,,13.7,,4.3,,0,,0,T,0,,0,T,0,,9,,48,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-14,2006,5,14,,16.6,,10.7,,13.7,,4.3,,0,,0,,0,,0,,0,,9,,52,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-15,2006,5,15,,15.8,,11.1,,13.5,,4.5,,0,,9.6,,0,,9.6,,0,,8,,41,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-16,2006,5,16,,15.1,,9.7,,12.4,,5.6,,0,,9.6,,0,,9.6,,0,,,,<31,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-17,2006,5,17,,20.3,,8.4,,14.4,,3.6,,0,,6.8,,0,,6.8,,0,,36,,44,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-18,2006,5,18,,15.5,,6.4,,11,,7,,0,,10.2,,0,,10.2,,0,,27,,35,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-19,2006,5,19,,15.1,,5.1,,10.1,,7.9,,0,,4,,0,,4,,0,,30,,37,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-20,2006,5,20,,15.2,,7.7,,11.5,,6.5,,0,,0,T,0,,0,T,0,,26,,57,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-21,2006,5,21,,12.5,,4.2,,8.4,,9.6,,0,,1.4,,0,,1.4,,0,,31,,69,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-22,2006,5,22,,10.7,,2.9,,6.8,,11.2,,0,,0,T,0,,0,T,0,,35,,48,
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,2006-05-23,2006,5,23,,18,,3.1,,10.6,,7.4,,0,,0,,0,,0,,0,,31,,39,
