Longitude (x),Latitude (y),Station Name,Climate ID,Date,Year,Month,Day,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,2020-06-16,2020,6,16,,24.4,,9.7,,17.1,,0.9,,0,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-17,2020,6,17,,27.5,,12.6,,20.1,,0,,2.1,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-18,2020,6,18,,29.3,,15.3,,22.3,,0,,4.3,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-19,2020,6,19,,29.7,,17.6,,23.7,,0,,5.7,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-20,2020,6,20,,30.6,,18.9,,24.8,,0,,6.8,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-06-21,2020,6,21,,30.8,,19.1,,25,,0,,7,,0,,0,,0,,,,15,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-22,2020,6,22,,30.3,,19.6,,25,,0,,7,,0.2,,0,,0.2,,,,14,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-23,2020,6,23,,25.5,,17.5,,21.5,,0,,3.5,,4,,0,,4,,,,26,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-24,2020,6,24,,23.4,,15.3,,19.4,,0,,1.4,,0,T,0,,0,T,,,27,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-25,2020,6,25,,26.9,,10.9,,18.9,,0,,0.9,,0,,0,,0,,,,29,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-26,2020,6,26,,30.2,,14.7,,22.5,,0,,4.5,,0,,0,,0,,,,29,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-27,2020,6,27,,29.4,,19.1,,24.3,,0,,6.3,,2.8,,0,,2.8,,,,25,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-28,2020,6,28,,29.3,,17.3,,23.3,,0,,5.3,,0,,0,,0,,,,1,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-29,2020,6,29,,32.1,,18.8,,25.5,,0,,7.5,,0,,0,,0,,,,36,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-06-30,2020,6,30,,27.5,,19.2,,23.4,,0,,5.4,,0,,0,,0,,,,15,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-01,2020,7,1,,29.9,,18.9,,24.4,,0,,6.4,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-02,2020,7,2,,35.5,,21.1,,28.3,,0,,10.3,,0,,0,,0,,,,33,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-03,2020,7,3,,32.4,,22.3,,27.4,,0,,9.4,,0,,0,,0,,,,35,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-04,2020,7,4,,32,,20.2,,26.1,,0,,8.1,,0,,0,,0,,,,35,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-05,2020,7,5,,34,,18.5,,26.3,,0,,8.3,,0,,0,,0,,,,27,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-06,2020,7,6,,31.3,,20.6,,26,,0,,8,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-07,2020,7,7,,34,,21.6,,27.8,,0,,9.8,,0,,0,,0,,,,17,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-08,2020,7,8,,34.6,,22.2,,28.4,,0,,10.4,,6.2,,0,,6.2,,,,7,,71,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-09,2020,7,9,,34.3,,22.5,,28.4,,0,,10.4,,0,,0,,0,,,,16,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-10,2020,7,10,,32.3,,20.6,,26.5,,0,,8.5,,16.6,,0,,16.6,,,,26,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-11,2020,7,11,,28.4,,20.1,,24.3,,0,,6.3,,21,,0,,21,,,,33,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-12,2020,7,12,,27.9,,18.2,,23.1,,0,,5.1,,0,,0,,0,,,,35,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-13,2020,7,13,,25.3,,18,,21.7,,0,,3.7,,1,,0,,1,,,,33,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-14,2020,7,14,,26.8,,17.4,,22.1,,0,,4.1,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-15,2020,7,15,,28.2,,18.4,,23.3,,0,,5.3,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-16,2020,7,16,,25.6,,21.7,,23.7,,0,,5.7,,2.8,,0,,2.8,,,,30,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-17,2020,7,17,,31.4,,20.1,,25.8,,0,,7.8,,0,,0,,0,,,,24,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-18,2020,7,18,,33.2,,20.1,,26.7,,0,,8.7,,0,,0,,0,,,,23,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-19,2020,7,19,,31.2,,21.9,,26.6,,0,,8.6,,9,,0,,9,,,,27,,76,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-20,2020,7,20,,29.6,,17.8,,23.7,,0,,5.7,,0,,0,,0,,,,33,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-21,2020,7,21,,26.2,,15.3,,20.8,,0,,2.8,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-22,2020,7,22,,26.7,,20.2,,23.5,,0,,5.5,,9.6,,0,,9.6,,,,35,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-23,2020,7,23,,27.6,,18.4,,23,,0,,5,,0,,0,,0,,,,34,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-24,2020,7,24,,27.6,,17.6,,22.6,,0,,4.6,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-07-25,2020,7,25,,30,,17.8,,23.9,,0,,5.9,,0,,0,,0,,,,26,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-26,2020,7,26,,33.5,,19.6,,26.6,,0,,8.6,,0,,0,,0,,,,26,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-27,2020,7,27,,32.7,,21.8,,27.3,,0,,9.3,,0.8,,0,,0.8,,,,30,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-28,2020,7,28,,31.1,,17.5,,24.3,,0,,6.3,,0,,0,,0,,,,30,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-29,2020,7,29,,30.7,,19.5,,25.1,,0,,7.1,,0.6,,0,,0.6,,,,27,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-30,2020,7,30,,28.1,,16.9,,22.5,,0,,4.5,,0,,0,,0,,,,34,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-07-31,2020,7,31,,28.8,,18.1,,23.5,,0,,5.5,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-01,2020,8,1,,30,,18.7,,24.4,,0,,6.4,,3.8,,0,,3.8,,,,12,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-02,2020,8,2,,28.4,,19.5,,24,,0,,6,,37,,0,,37,,,,23,,67,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-03,2020,8,3,,24.9,,17.1,,21,,0,,3,,26.8,,0,,26.8,,,,25,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-04,2020,8,4,,24.6,,17.7,,21.2,,0,,3.2,,10.4,,0,,10.4,,,,29,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-05,2020,8,5,,23.9,,14.2,,19.1,,0,,1.1,,0,,0,,0,,,,27,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-06,2020,8,6,,23.9,,13.3,,18.6,,0,,0.6,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-07,2020,8,7,,25.6,,14.5,,20.1,,0,,2.1,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-08,2020,8,8,,27.1,,15.9,,21.5,,0,,3.5,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-09,2020,8,9,,30.6,,20.4,,25.5,,0,,7.5,,0,,0,,0,,,,25,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-10,2020,8,10,,32.1,,21.8,,27,,0,,9,,0,,0,,0,,,,23,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-11,2020,8,11,,28.9,,15.6,,22.3,,0,,4.3,,0,,0,,0,,,,26,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-12,2020,8,12,,29.8,,15.1,,22.5,,0,,4.5,,0,,0,,0,,,,20,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-13,2020,8,13,,28.9,,19,,24,,0,,6,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-14,2020,8,14,,28.6,,20.8,,24.7,,0,,6.7,,0,,0,,0,,,,12,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-15,2020,8,15,,27.9,,17.1,,22.5,,0,,4.5,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-16,2020,8,16,,25.8,,18.5,,22.2,,0,,4.2,,1,,0,,1,,,,14,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-17,2020,8,17,,27.4,,15,,21.2,,0,,3.2,,4.8,,0,,4.8,,,,33,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-18,2020,8,18,,25,,14.1,,19.6,,0,,1.6,,0.8,,0,,0.8,,,,36,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-19,2020,8,19,,23.7,,11.3,,17.5,,0.5,,0,,0,,0,,0,,,,36,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-20,2020,8,20,,27.6,,11,,19.3,,0,,1.3,,0,,0,,0,,,,21,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-21,2020,8,21,,30.6,,17.4,,24,,0,,6,,0,T,0,,0,T,,,28,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-22,2020,8,22,,31.1,,18.9,,25,,0,,7,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-23,2020,8,23,,31.7,,18.4,,25.1,,0,,7.1,,0,T,0,,0,T,,,23,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-24,2020,8,24,,32.7,,20.4,,26.6,,0,,8.6,,0,,0,,0,,,,25,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-25,2020,8,25,,28,,17,,22.5,,0,,4.5,,0,,0,,0,,,,32,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-26,2020,8,26,,21.2,,14.1,,17.7,,0.3,,0,,4.4,,0,,4.4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-08-27,2020,8,27,,30.2,,17.9,,24.1,,0,,6.1,,0,,0,,0,,,,27,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-28,2020,8,28,,24,,16.7,,20.4,,0,,2.4,,0.2,,0,,0.2,,,,12,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-29,2020,8,29,,27,,16.2,,21.6,,0,,3.6,,1.8,,0,,1.8,,,,32,,68,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-30,2020,8,30,,23.7,,13.9,,18.8,,0,,0.8,,0,,0,,0,,,,36,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-08-31,2020,8,31,,25.2,,14.5,,19.9,,0,,1.9,,0,,0,,0,,,,6,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-01,2020,9,1,,28.1,,18.6,,23.4,,0,,5.4,,10.4,,0,,10.4,,,,16,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-02,2020,9,2,,28.3,,17.8,,23.1,,0,,5.1,,1.6,,0,,1.6,,,,27,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-03,2020,9,3,,28.6,,14.9,,21.8,,0,,3.8,,2,,0,,2,,,,20,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-04,2020,9,4,,23,,12.4,,17.7,,0.3,,0,,0.2,,0,,0.2,,,,29,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-05,2020,9,5,,21.1,,11.5,,16.3,,1.7,,0,,0,T,0,,0,T,,,27,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-06,2020,9,6,,22,,9.4,,15.7,,2.3,,0,,0,,0,,0,,,,14,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-07,2020,9,7,,25.2,,15.6,,20.4,,0,,2.4,,5.2,,0,,5.2,,,,18,,63,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-08,2020,9,8,,16.5,,14.4,,15.5,,2.5,,0,,0,T,0,,0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-09,2020,9,9,,18.5,,13.6,,16.1,,1.9,,0,,0,T,0,,0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-10,2020,9,10,,19.8,,13,,16.4,,1.6,,0,,0,T,0,,0,T,,,35,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-11,2020,9,11,,17.6,,11.6,,14.6,,3.4,,0,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-12,2020,9,12,,21.4,,10.4,,15.9,,2.1,,0,,0,,0,,0,,,,11,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-13,2020,9,13,,26.1,,13.8,,20,,0,,2,,3.8,,0,,3.8,,,,27,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-14,2020,9,14,,17.5,,6.7,,12.1,,5.9,,0,,0,,0,,0,,,,33,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-15,2020,9,15,,19.8,,5,,12.4,,5.6,,0,,0,,0,,0,,,,20,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-16,2020,9,16,,25.4,,14.1,,19.8,,0,,1.8,,0,,0,,0,,,,21,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-17,2020,9,17,,19.2,,7.5,,13.4,,4.6,,0,,0,,0,,0,,,,1,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-18,2020,9,18,,15.9,,5.3,,10.6,,7.4,,0,,0,,0,,0,,,,36,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-19,2020,9,19,,14.4,,3.1,,8.8,,9.2,,0,,0,,0,,0,,,,16,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-20,2020,9,20,,16.8,,9.1,,13,,5,,0,,0,,0,,0,,,,12,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-21,2020,9,21,,19.5,,4.1,,11.8,,6.2,,0,,0,,0,,0,,,,16,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-22,2020,9,22,,21.5,,6.7,,14.1,,3.9,,0,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-23,2020,9,23,,27.6,,12.2,,19.9,,0,,1.9,,0,,0,,0,,,,31,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-24,2020,9,24,,25.1,,11.8,,18.5,,0,,0.5,,2,,0,,2,,,,19,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-25,2020,9,25,,24.4,,14.1,,19.3,,0,,1.3,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-09-26,2020,9,26,,25.9,,12,,19,,0,,1,,0,,0,,0,,,,19,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-27,2020,9,27,,27.2,,19.6,,23.4,,0,,5.4,,0,,0,,0,,,,22,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-28,2020,9,28,,26.7,,14.7,,20.7,,0,,2.7,,8.4,,0,,8.4,,,,27,,54,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-29,2020,9,29,,19,,12.8,,15.9,,2.1,,0,,2.2,,0,,2.2,,,,25,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-09-30,2020,9,30,,19,,10.1,,14.6,,3.4,,0,,5,,0,,5,,,,21,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-01,2020,10,1,,17.9,,8.3,,13.1,,4.9,,0,,0,T,0,,0,T,,,22,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-02,2020,10,2,,15.5,,5.5,,10.5,,7.5,,0,,0,T,0,,0,T,,,35,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-03,2020,10,3,,13,,3.3,,8.2,,9.8,,0,,4,,0,,4,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-04,2020,10,4,,11.4,,5.7,,8.6,,9.4,,0,,3.2,,0,,3.2,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-05,2020,10,5,,15.1,,7.2,,11.2,,6.8,,0,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-06,2020,10,6,,19.5,,7.8,,13.7,,4.3,,0,,0,,0,,0,,,,22,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-07,2020,10,7,,18.5,,9.2,,13.9,,4.1,,0,,2.6,,0,,2.6,,,,31,,84,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-08,2020,10,8,,16.5,,5.3,,10.9,,7.1,,0,,0.8,,0,,0.8,,,,30,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-09,2020,10,9,,18.3,,2.8,,10.6,,7.4,,0,,0,,0,,0,,,,20,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-10,2020,10,10,,22.1,,7.8,,15,,3,,0,,0.4,,0,,0.4,,,,31,,50,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-11,2020,10,11,,11.7,,5.4,,8.6,,9.4,,0,,0,,0,,0,,,,7,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-12,2020,10,12,,16.4,,7.6,,12,,6,,0,,0.2,,0,,0.2,,,,7,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-13,2020,10,13,,18,,10.1,,14.1,,3.9,,0,,7.8,,0,,7.8,,,,32,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-14,2020,10,14,,17.4,,6.3,,11.9,,6.1,,0,,0,T,0,,0,T,,,25,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-15,2020,10,15,,17.2,,6.9,,12.1,,5.9,,0,,11.6,,0,,11.6,,,,26,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-16,2020,10,16,,12.2,,2.6,,7.4,,10.6,,0,,0,,0,,0,,,,27,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-17,2020,10,17,,13.5,,2.6,,8.1,,9.9,,0,,0,,0,,0,,,,27,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-18,2020,10,18,,14.2,,6.3,,10.3,,7.7,,0,,2,,0,,2,,,,20,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-19,2020,10,19,,8.1,,5.9,,7,,11,,0,,8.6,,0,,8.6,,,,36,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-20,2020,10,20,,11.5,,6,,8.8,,9.2,,0,,1.2,,0,,1.2,,,,11,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-21,2020,10,21,,17.2,,7.1,,12.2,,5.8,,0,,5,,0,,5,,,,28,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-22,2020,10,22,,12.3,,8.5,,10.4,,7.6,,0,,2,,0,,2,,,,11,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-23,2020,10,23,,24.7,,8.2,,16.5,,1.5,,0,,2.6,,0,,2.6,,,,22,,63,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-24,2020,10,24,,8.4,,2.6,,5.5,,12.5,,0,,0,,0,,0,,,,32,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-25,2020,10,25,,6.4,,1.8,,4.1,,13.9,,0,,0,,0,,0,,,,9,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-26,2020,10,26,,8.1,,2.4,,5.3,,12.7,,0,,1.6,,0,,1.6,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-27,2020,10,27,,7.3,,1.5,,4.4,,13.6,,0,,5.2,,0,,5.2,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-10-28,2020,10,28,,11.8,,2.4,,7.1,,10.9,,0,,0,,0,,0,,,,26,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-29,2020,10,29,,10.8,,2.1,,6.5,,11.5,,0,,1.6,,0,,1.6,,,,4,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-30,2020,10,30,,2.3,,-4.3,,-1,,19,,0,,0,,0,,0,,,,1,,33,
-79.63,43.68,TORONTO INTL A,6158731,2020-10-31,2020,10,31,,6.7,,-5.4,,0.7,,17.3,,0,,0,,0,,0,,,,18,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-01,2020,11,1,,11.2,,0,,5.6,,12.4,,0,,2.2,,1,,3.6,,1,E,26,,76,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-02,2020,11,2,,7.2,,-2.1,,2.6,,15.4,,0,,0,,0,T,0,T,0,T,27,,81,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-03,2020,11,3,,7.1,,3.8,,5.5,,12.5,,0,,0,,0,,0,,,,28,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-04,2020,11,4,,19.6,,1.8,,10.7,,7.3,,0,,0,,0,,0,,,,22,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-05,2020,11,5,,19.2,,11.4,,15.3,,2.7,,0,,0,,0,,0,,,,21,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-06,2020,11,6,,20.8,,9.1,,15,,3,,0,,0,,0,,0,,,,24,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-07,2020,11,7,,21,,9.4,,15.2,,2.8,,0,,0,,0,,0,,,,25,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-08,2020,11,8,,20.1,,6.2,,13.2,,4.8,,0,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-09,2020,11,9,,19.5,,6.9,,13.2,,4.8,,0,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-10,2020,11,10,,24.3,,7.8,,16.1,,1.9,,0,,0,,0,,0,,,,22,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-11,2020,11,11,,18.2,,5.5,,11.9,,6.1,,0,,0.6,,0,,0.6,,,,26,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-12,2020,11,12,,9.8,,3.7,,6.8,,11.2,,0,,0,,0,,0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-13,2020,11,13,,9,,3.3,,6.2,,11.8,,0,,0,T,0,,0,T,,,29,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-14,2020,11,14,,7.6,,0.1,,3.9,,14.1,,0,,0,,0,,0,,,,12,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-15,2020,11,15,,13.2,,3.1,,8.2,,9.8,,0,,10.4,,0,T,10.4,,,,23,,91,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-16,2020,11,16,,4.1,,1.1,,2.6,,15.4,,0,,0.2,,0,T,0.2,,,,25,,68,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-17,2020,11,17,,3,,-5.4,,-1.2,,19.2,,0,,0,,0.6,,0.6,,0,T,30,,74,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-18,2020,11,18,,1.5,,-6.2,,-2.4,,20.4,,0,,0,,0,T,0,T,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-19,2020,11,19,,15,,1.5,,8.3,,9.7,,0,,0,,0,,0,,,,25,,59,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-20,2020,11,20,,17.8,,6.1,,12,,6,,0,,0,,0,,0,,,,27,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-21,2020,11,21,,6,,0.3,,3.2,,14.8,,0,,0,,0,,0,,,,30,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-22,2020,11,22,,1.9,,-1,,0.5,,17.5,,0,,0,,19.4,,19.4,,7,E,34,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-23,2020,11,23,,3.5,,-4.2,,-0.4,,18.4,,0,,0,,0,T,0,T,17,,29,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-24,2020,11,24,,2.1,,-1.7,,0.2,,17.8,,0,,0,,1,,1,,11,,12,,37,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-25,2020,11,25,,8.3,,1.3,,4.8,,13.2,,0,,6.8,,0,,6.8,,8,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-26,2020,11,26,,11.9,,6.6,,9.3,,8.7,,0,,1.2,,0,,1.2,,,,26,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-27,2020,11,27,,7.8,,4.9,,6.4,,11.6,,0,,0,T,0,,0,T,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-11-28,2020,11,28,,7,,1.8,,4.4,,13.6,,0,,0,T,0,,0,T,,,26,,41,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-29,2020,11,29,,10.8,,0.7,,5.8,,12.2,,0,,0,,0,,0,,,,20,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-11-30,2020,11,30,,5.5,,-0.9,,2.3,,15.7,,0,,20.6,,1.4,,22,,1,E,35,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-01,2020,12,1,,-0.1,,-2.2,,-1.2,,19.2,,0,,0,,9.8,,8.4,,9,E,35,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-02,2020,12,2,,3.8,,-1.4,,1.2,,16.8,,0,,,M,,M,1,,11,,32,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-03,2020,12,3,,4.1,,-1.5,,1.3,,16.7,,0,,,M,,M,0,,5,,27,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-04,2020,12,4,,3.4,,-0.2,,1.6,,16.4,,0,,,M,,M,3.6,,0,T,23,,32,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-05,2020,12,5,,1.7,,-4.5,,-1.4,,19.4,,0,,,M,,M,0,,,,36,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-12-06,2020,12,6,,0.7,,-6.3,,-2.8,,20.8,,0,,,M,,M,0,,0,T,34,,39,
